mean_degree,degree_variance,density,radius_by_leaps,diameter_by_leaps,min_length,max_length,radius_by_length,diameter_by_length,total_data_rate,block_rate
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10080,0.044444444444444446
5.6,6.488888888888889,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2087.1388071349456,3969.5555012616155,10120,0.022222222222222223
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2345.800161569354,3564.285229594537,10120,0.022222222222222223
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,6.488888888888889,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10120,0.022222222222222223
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10120,0.022222222222222223
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2143.1045167460275,3936.634047623239,10120,0.022222222222222223
5.6,6.488888888888889,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2143.1045167460275,4010.6691836755454,10120,0.022222222222222223
5.6,6.488888888888889,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10120,0.022222222222222223
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,3565.787030311099,10120,0.022222222222222223
5.6,6.488888888888889,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10080,0.044444444444444446
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,9940,0.08888888888888889
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,9940,0.08888888888888889
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,9940,0.08888888888888889
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,9940,0.08888888888888889
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,9980,0.06666666666666667
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,9940,0.08888888888888889
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,3857.267141837191,9940,0.08888888888888889
5.6,6.488888888888889,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10080,0.044444444444444446
5.6,6.488888888888889,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10080,0.044444444444444446
5.6,6.488888888888889,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10120,0.022222222222222223
5.6,6.488888888888889,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10080,0.044444444444444446
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10080,0.044444444444444446
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10080,0.044444444444444446
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10080,0.044444444444444446
5.6,6.488888888888889,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10120,0.022222222222222223
5.6,6.488888888888889,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10080,0.044444444444444446
5.6,6.488888888888889,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10120,0.022222222222222223
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10080,0.044444444444444446
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10080,0.044444444444444446
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,3857.267141837191,10080,0.044444444444444446
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10120,0.022222222222222223
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10080,0.044444444444444446
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10120,0.022222222222222223
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10080,0.044444444444444446
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,3857.267141837191,10040,0.06666666666666667
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2197.0635051495556,3240.15012787881,10120,0.022222222222222223
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10080,0.044444444444444446
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2087.9990857487855,3970.415779875455,10120,0.022222222222222223
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2346.6604401831937,3240.15012787881,10120,0.022222222222222223
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2197.0635051495556,4064.6281720790735,10120,0.022222222222222223
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10120,0.022222222222222223
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,3240.15012787881,10120,0.022222222222222223
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,9940,0.08888888888888889
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,9940,0.08888888888888889
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,9940,0.08888888888888889
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,9980,0.06666666666666667
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,9940,0.08888888888888889
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,3857.267141837191,9940,0.08888888888888889
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,9940,0.08888888888888889
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,9980,0.06666666666666667
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,9980,0.06666666666666667
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,9980,0.06666666666666667
5.6,5.6,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,3857.267141837191,9980,0.06666666666666667
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,9940,0.08888888888888889
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,9980,0.06666666666666667
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,5.6,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,9940,0.08888888888888889
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,3857.267141837191,9940,0.08888888888888889
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,9980,0.06666666666666667
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,5.6,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,9980,0.06666666666666667
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,3857.267141837191,9980,0.06666666666666667
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10080,0.044444444444444446
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10080,0.044444444444444446
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,3857.267141837191,9980,0.06666666666666667
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,1882.4166941266697,3455.5118061846138,10120,0.022222222222222223
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2126.226021363926,3639.180644260683,10120,0.022222222222222223
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10120,0.022222222222222223
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,3565.787030311099,10120,0.022222222222222223
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,3857.267141837191,10040,0.06666666666666667
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,3857.267141837191,10080,0.044444444444444446
5.6,5.822222222222222,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,3857.267141837191,9980,0.06666666666666667
5.6,6.711111111111111,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2143.1045167460275,3935.7737690093995,10120,0.022222222222222223
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10080,0.044444444444444446
5.6,6.488888888888889,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,6.488888888888889,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2197.0635051495556,3989.7327574129276,10120,0.022222222222222223
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10080,0.044444444444444446
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10080,0.044444444444444446
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10080,0.044444444444444446
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10120,0.022222222222222223
5.6,6.488888888888889,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10040,0.06666666666666667
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4313.7548146159625,10120,0.022222222222222223
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2345.800161569354,3564.285229594537,10120,0.022222222222222223
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10120,0.022222222222222223
5.6,6.488888888888889,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10120,0.022222222222222223
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2143.1045167460275,3936.634047623239,10120,0.022222222222222223
5.6,6.488888888888889,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,6.044444444444444,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
5.6,6.266666666666667,0.6222222222222222,1,2,239.02331360824977,3202.220632439111,2360.6109146181943,4429.741717710296,10020,0.044444444444444446
